"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-konak-zafertepe-kiralik/daire/113612-374","16","21.500","12-11-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","1. Kat","Esrefpasa, Da Kiralk 1+1 Sıfır  Daire","İzmir / Konak / Zafertepe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/3/4/9/2/5/4/1758551342650-45294312.jpg","",""
"https://www.hepsiemlak.com/izmir-konak-kahramanlar-kiralik/residence/9521-805","16","35.000","04-11-2025","Kiralık Residence","1 +
                          1","38 m²","5
                        Yaşında","4. Kat","Rezidans 1+0 Eşyalı Kiralık","İzmir / Konak / Kahramanlar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/6/1/8/1/4/4/1739381182128-44181655.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-aydogdu-kiralik/daire/119895-3334","32","60.000","28-11-2025","Kiralık Daire","3 +
                          1","140 m²","6
                        Yaşında","Bahçe Katı","Full Eşyalı 3+1 Daire Oyak Buca Konutlarında","İzmir / Buca / Aydoğdu Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-3-119895/emine-er-2730167","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/0/7/6/6/5/4/45eee696-54ea-42c9-82db-117fc2e301ee.jpg","Kw Alesta-viya-orsa 3","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/6/1/0/3/7/2/f22b9c8e-c992-4ba1-8188-1624bb379389.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-bahriye-ucok-kiralik/daire/8447-599","25","22.000","04-12-2025","Kiralık Daire","3 +
                          1","100 m²","35
                        Yaşında","5. Kat","Karşıyaka Girne Bulvarı Arkası Köşe 3+1 Kiralık Daire","İzmir / Karşıyaka / Bahriye Üçok Mah.","https://www.hepsiemlak.com/emlak-ofisi/ra-grup-8447/ridvan-akgun-8447","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/5/1/2/0/5/4/47fba3be-812b-4dde-acea-850d9d016b4c.jpg","Ra Grup","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/4/4/8/0/0/cfc581aa-be0e-429b-acb8-97846a019fec.jpg"
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/148313-100","10","17.000","20-11-2025","Kiralık Daire","1 +
                          1","58 m²","4
                        Yaşında","Ara Kat","Üniversite Yürüme Mesafedinde Ulrta Lüks Daire","İzmir / Buca / Kuruçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/reyna-gayrimenkul-148313","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/5/8/3/4/5/4/1760617378-272925-45438508.jpeg","Reyna Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/1/3/8/4/1/043c7f7a-ad15-44a5-adc2-844f62e4d686.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-bozyaka-kiralik/daire/84343-600","25","35.000","20-11-2025","Kiralık Daire","3 +
                          1","150 m²","2
                        Yaşında","3. Kat","Baş-Kaleden Kapalı Pazar Yeri Yakını 3+1 150m Kiralık Yeni Daire","İzmir / Karabağlar / Bozyaka Mah.","https://www.hepsiemlak.com/emlak-ofisi/bas-kale-gayrimenkul-ve-yatirim-84343","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/3/7/7/4/5/4/d804c906-942f-4063-8d15-807c15d794b8.jpg","Baş-kale Gayrimenkul Ve Yatırım","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/4/3/4/8/0/6738b5cb-d68b-473b-9aae-e10a8649acc7.jpg"
"https://www.hepsiemlak.com/izmir-buca-vali-rahmi-bey-kiralik/daire/130324-1119","49","26.000","28-10-2025","Kiralık Daire","3 +
                          1","125 m²","30
                        Yaşında","5. Kat","Güneş Emlak'tan Buca Belediyesi Arkası 3+1 125 M2 D.Gazlı Balkonlu Merkezde Bakımlı Daire","İzmir / Buca / Vali Rahmi Bey Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunes-gayrimenkul-130324/gokhan-barisik-3323971","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/5/4/0/5/5/4/1761650426-009492-45504574.jpeg","Güneş Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/7/9/3/2/3/3/1ebfbe12-77dc-4372-bf5d-d2bbeb38a749.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-dedebasi-kiralik/daire/58372-6061","60","35.000","26-11-2025","Kiralık Daire","2 +
                          1","145 m²","11
                        Yaşında","5. Kat","Karşıyaka Ordu Blv Yakını Full Eşyalı Geniş 2+1 Kiralık Daire","İzmir / Karşıyaka / Dedebaşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/5/4/9/4/5/4/1b305504-dabe-4668-8755-e9f47a6cc962.jpg","Coldwell Banker Plus","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg"
"https://www.hepsiemlak.com/izmir-torbali-yedi-eylul-kiralik/daire/95108-669","39","18.000","26-11-2025","Kiralık Daire","1 +
                          1","60 m²","1
                        Yaşında","2. Kat","Torbalı Yedieylül Mahallesinde Kiralık 1+1 Daire","İzmir / Torbalı / Yedi Eylül Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-torbali-temsilciligi-95108","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/8/9/5/4/5/4/f179c9e2-fdcf-46b1-b9ec-20ddb368d9cd.jpg","Turyap Torbalı Temsilciliği","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/1/5/9/0/94e10698-bcf5-40b1-b97d-7ee4b01af8c6.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-alpaslan-kiralik/daire/129267-556","34","15.000","21-11-2025","Kiralık Daire","2 +
                          1","75 m²","29
                        Yaşında","2. Kat","Bayraklı Gazi Meydan 2+1 Eşyalı 75 M2 Klimalı 2.Kat","İzmir / Bayraklı / Alpaslan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/6/9/4/4/5/4/1763577964982-45449685.jpg","",""
"https://www.hepsiemlak.com/izmir-foca-ismetpasa-kiralik/daire/144707-220","35","40.000","27-11-2025","Kiralık Daire","3 +
                          1","120 m²","11
                        Yaşında","2. Kat","Yeni Foça Merkez Eftelya Sitesi Geniş Tip Ara Kat 3+1 Daire","İzmir / Foça / İsmetpaşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/1/6/2/2/5/4/b3a057da-fe7a-4a31-9824-c0bbab02c72d.jpg","",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/21915-11833","35","40.000","29-10-2025","Kiralık Daire","1 +
                          1","90 m²","Sıfır Bina","Bahçe Katı","Bornova Üniversite Yakını Bahçeli 1+1 Kiralık Daire","İzmir / Bornova / Kazımdirik Mah.","https://www.hepsiemlak.com/emlak-ofisi/fctu-21915","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/2/8/0/7/3/4/511b9cb3-caa3-43ec-9609-c46a6d30753b.jpeg","Fctu","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/9/1/2/0/975f10a4-a45a-403a-a078-04bc3a2f88c3.jpg"
"https://www.hepsiemlak.com/izmir-bornova-ataturk-kiralik/daire/78224-2100","17","36.000","12-11-2025","Kiralık Daire","2 +
                          1","120 m²","21
                        Yaşında","3. Kat","Eşyalı Kiralık Daire.Atatürk Mah.2+1 Şehir Has.10 Dak Mesafede","İzmir / Bornova / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-evka3-gayrimenkul-78224","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/9/1/8/5/5/4/7915d220f113bce8e30100f7323a57d2372586ede011ab1859e61054e5f6c2dfd46dae0619be950516e8de054f7f8dfe.jpg","Startkey Evka3 Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/2/2/8/7/0/1a82fb82-ee77-428c-b084-19acb45ade19.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-vatan-kiralik/daire/78202-3379","9","24.750","11-11-2025","Kiralık Daire","1 +
                          1","43 m²","2
                        Yaşında","1. Kat","Yeşilyurt Hastanesi Karşısı Full Eşyalı Kiralık 1+1 Daire","İzmir / Karabağlar / Vatan Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-sembol-78202","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/5/6/7/5/5/4/a78d3b07-6bf3-4761-b66e-1cc5df89da2e.jpg","Remax Sembol","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/0/2/8/7/0/54819877-b24b-459d-9c7f-e868dbccdd20.jpg"
"https://www.hepsiemlak.com/izmir-bornova-erzene-kiralik/daire/59475-1063","33","35.000","01-11-2025","Kiralık Daire","3 +
                          1","118 m²","26
                        Yaşında","3. Kat","Volkan Emlaktan Bornova Evka3 İzyuvada Ara Kat 3+1","İzmir / Bornova / Erzene Mah.","","","",""
"https://www.hepsiemlak.com/izmir-konak-kultur-kiralik/daire/110710-91","12","60.000","19-11-2025","Kiralık Daire","3 +
                          1","145 m²","31
                        Yaşında","3. Kat","Fora'dan Lozan Meydanı Yakını Muayenehane Olarak Hazır İşyeri","İzmir / Konak / Kültür Mah.","https://www.hepsiemlak.com/emlak-ofisi/fora-gayrimenkul-110710","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/1/7/0/1/1/4ee9d283-3b1a-402b-9d76-070a0f157ffd.jpg","Fora Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-seferihisar-turabiye-kiralik/daire/125199-587","22","20.000","05-12-2025","Kiralık Daire","1 +
                          1","60 m²","3
                        Yaşında","3. Kat","Merkezde, Ferah Her Yere Yakın Kullanışlı 1+1 Daire","İzmir / Seferihisar / Turabiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/akkaya-gayrimenkul-125199","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/9/1/5/2/1/702aea58-8672-42fe-907c-5f5c2826d0a9.jpg","Akkaya Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-karabaglar-umut-kiralik/daire/163369-3","12","18.000","28-10-2025","Kiralık Daire","2 +
                          1","120 m²","26
                        Yaşında","2. Kat","Eskiizmir Umut Mah 2+1 Eşyalı Kiralık Daire","İzmir / Karabağlar / Umut Mah.","https://www.hepsiemlak.com/emlak-ofisi/karahan-gayrimenkul-163369","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Karahan Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-esentepe-kiralik/daire/5698-1106","24","17.000","16-09-2025","Kiralık Daire","2 +
                          1","68 m²","35
                        Yaşında","2. Kat","Üçkuyular Esentepe De 2+1 Bakımlı 2.Arakat Konut.","İzmir / Karabağlar / Esentepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/umit-emlak-5698","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ümit Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-odemis-bengisu-kiralik/daire/146241-153","12","15.000","27-11-2025","Kiralık Daire","2 +
                          1","100 m²","25
                        Yaşında","4. Kat","Gülcü Gayrimenkulden Bankalar Caddesinde Eşyalı Kiralık Daire","İzmir / Ödemiş / Bengisu Mah.","https://www.hepsiemlak.com/emlak-ofisi/gulcu-gayrimenkul-146241","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gülcü Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-fikri-altay-kiralik/daire/5426-1018","14","30.000","01-11-2025","Kiralık Daire","2 +
                          0","120 m²","9
                        Yaşında","3. Kat","Fikrialtay Mahallesinde","İzmir / Karşıyaka / Fikri Altay Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-bornova-barbaros-kiralik/daire/0-44709047","4","19.000","18-09-2025","Kiralık Daire","1 +
                          1","80 m²","4
                        Yaşında","21 ve üzeri","Dap Kule Havuzlu Şehir Manzaralı Büyük 1+0 Sahibinden Kiralık Daire Güvenlikli Sitede","İzmir / Bornova / Barbaros Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-selcuk-ataturk-kiralik/daire/74491-168","16","24.000","22-10-2025","Kiralık Daire","3 +
                          1","130 m²","25
                        Yaşında","En Üst Kat","Zemaks Gayrimenkul Den Atatürk Caddesinde Kiralık Eşyalı 3+1daire...","İzmir / Selçuk / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/zemaks-emlak-74491","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Zemaks Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-foca-mustafa-kemal-ataturk-kiralik/daire/121980-1539","38","30.000","02-10-2025","Kiralık Daire","2 +
                          0","85 m²","5
                        Yaşında","Ara Kat","Ata 35 Emlak Yeni Foça Da Ana Yol Üzerinde Boş Kiralık Daire","İzmir / Foça / Mustafa Kemal Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/ata-35-emlak-121980","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ata 35 Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-seferihisar-ataturk-kiralik/villa/152002-109","25","35.000","24-09-2025","Kiralık Villa","2 +
                          1","175 m²","21
                        Yaşında","Bahçe Katı","Yaz Kış Denize Sıfır Eşyalı Yazlık Kiralık","İzmir / Seferihisar / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-astra-152002/mete-oz-4293778","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Startkey Astra","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/izmir-urla-rustem-kiralik/villa/112709-2374","58","120.000","05-11-2025","Kiralık Villa","5 +
                          1","250 m²","16
                        Yaşında","Bahçe Katı","Urlada 1250 M² İçerisinde 5+1 Kiralık Tam Müstakil Havuzlu Villa","İzmir / Urla / Rüstem Mah.","https://www.hepsiemlak.com/emlak-ofisi/deri-group-gayrimenkul-danismanligi-112709","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Deri Group Gayrimenkul Danışmanlığı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-menemen-villakent-kiralik/villa/37033-3784","37","43.000","08-09-2025","Kiralık Villa","5 +
                          1","260 m²","Sıfır Bina","","Fırsat Seyrek Villakentte Sıfır Bahçeli Tribleks Doğa İle İçiçe Harika Villa","İzmir / Menemen / Villakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/demet-emlak-37033","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Demet Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/6057-2345","60","950.000","20-09-2025","Kiralık Villa","4 +
                          1","168 m²","10
                        Yaşında","","Class'tan Çamlık Yolda Havuzlu Tamamen Müstakil Sezonluk Şık Villa","İzmir / Çeşme / Alaçatı Mah.","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Class Emlak Alaçatı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-inkilap-kiralik/daire/27958-444","15","29.000","06-11-2025","Kiralık Daire","3 +
                          1","145 m²","30
                        Yaşında","Ara Kat","Şirinyer Buca Tıp Merkezine Yakın Konumda Arakat 3+1 Doğalgazlı Daire","İzmir / Buca / İnkılap Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-dicle-kiralik/daire/24511-9718","20","17.500","16-10-2025","Kiralık Daire","1 +
                          1","60 m²","2
                        Yaşında","Yüksek Giriş","Dicle Mh. 1+1 55 M2 Doğalgazlı Yüksek Giriş Kiralık Daire","İzmir / Buca / Dicle Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-sirinyer-24511","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turyap Şirinyer","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-ataturk-kiralik/daire/111716-1502","20","20.000","26-11-2025","Kiralık Daire","1 +
                          1","55 m²","9
                        Yaşında","Yüksek Giriş","Buca Kadın Doğum Hast. Yanı 1+1 Full Eşyalı D.Gazlı Kiralık","İzmir / Buca / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/buca-boranem-gayrimenkul-111716","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Buca Boranem Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bornova-erzene-kiralik/daire/2011-8167","22","25.000","25-11-2025","Kiralık Daire","3 +
                          1","115 m²","30
                        Yaşında","1. Kat","Bornova Merkez Erzene Mah. 3+1 Doğalgazlı Arakat","İzmir / Bornova / Erzene Mah.","https://www.hepsiemlak.com/emlak-ofisi/barka-gayrimenkul-2011","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Barka Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cesme-dalyan-kiralik/daire/107888-2450","31","100.000","21-11-2025","Kiralık Daire","3 +
                          1","120 m²","8
                        Yaşında","2. Kat","Çeşme Dalyan Da Çarşıya 2dk Kiralık 3+1 Daire","İzmir / Çeşme / Dalyan Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-atak-107888","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Atak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-kiralik/daire/120850-479","9","23.000","26-11-2025","Kiralık Daire","2 +
                          1","75 m²","7
                        Yaşında","1. Kat","Yenimahalle De Çok Temiz 2+1","İzmir / Çiğli / Ataşehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/selman-emlak-saticisi-120850","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Selman Emlak Satıcısı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/128178-924","9","18.000","26-11-2025","Kiralık Daire","1 +
                          1","45 m²","8
                        Yaşında","Ara Kat","Nurfen’den Genç Binada Full Eşyalı Kiralık Daire","İzmir / Buca / Kuruçeşme Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/126264-2414","12","17.500","26-11-2025","Kiralık Daire","1 +
                          1","50 m²","3
                        Yaşında","2. Kat","İzmır Buca Kuruçeşme Mh. Kıralık,Eşyalı 1+1 Daıre","İzmir / Buca / Kuruçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-arma-126264","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Arma","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
